cell,violations,latitude,longitude,junction_label,police_station,is_named_junction,label,event_congestion_raw,strategic_raw,junction_raw,c_violation,c_event,c_junction,c_strategic,impact_score,top_violations,peak_hour,peak_hour_label
"12.96,77.644",130,12.960256732978182,77.64410128024258,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",6.0,1,0.5146258503401361,0.029251700680272108,0.06060606060606061,0.5146258503401361,1.0,23.12,No Parking 73% · Parking In A Main Road 14%,4,04:00–05:00 IST
"13.017,77.584",4,13.016922075,77.5841734,BTP030 - Mekhri Circle,R.T. Nagar,1,BTP030 - Mekhri Circle,12.0,1,0.5003401360544217,0.0006802721088435374,0.12121212121212122,0.5003401360544217,1.0,23.07,No Parking 50% · Wrong Parking 50%,2,02:00–03:00 IST
"12.985,77.554",244,12.98493246762295,77.55391043606558,BTP061 - Bhashyam Circle,Rajajinagar,1,BTP061 - Bhashyam Circle,0.0,1,0.5275510204081633,0.05510204081632653,0.0,0.5275510204081633,1.0,23.03,Wrong Parking 50% · No Parking 47%,9,09:00–10:00 IST
"12.963,77.576",239,12.963198404602512,77.57640731004184,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,0.0,1,0.526984126984127,0.05396825396825397,0.0,0.526984126984127,1.0,22.97,Wrong Parking 84% · No Parking 10%,22,22:00–23:00 IST
"12.968,77.575",831,12.9680899244284,77.57472526486161,"BTP083 - AS Char Street, Mysore Road",Chamarajpet,1,"BTP083 - AS Char Street, Mysore Road",10.0,0,0.5941043083900227,0.18820861678004536,0.10101010101010101,0.5941043083900227,0.0,22.88,No Parking 42% · Wrong Parking 42%,11,11:00–12:00 IST
"12.98,77.575",1033,12.980005151113263,77.57488847192643,BTP057 - Anand Rao Junction,Upparpet,1,BTP057 - Anand Rao Junction,0.0,0,0.6170068027210884,0.23401360544217686,0.0,0.6170068027210884,0.0,22.87,Wrong Parking 69% · No Parking 21%,9,09:00–10:00 IST
"12.968,77.588",104,12.967968349384446,77.58828227728587,BTP076 - Hudson Circle,Halasuru Gate,1,BTP076 - Hudson Circle,6.0,1,0.5116780045351474,0.023356009070294784,0.06060606060606061,0.5116780045351474,1.0,22.8,No Parking 60% · Wrong Parking 35%,4,04:00–05:00 IST
"12.968,77.579",225,12.967899124822637,77.57873970317218,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,0.0,1,0.5253968253968254,0.050793650793650794,0.0,0.5253968253968254,1.0,22.79,Wrong Parking 82% · No Parking 10%,10,10:00–11:00 IST
"12.962,77.596",216,12.962083928703704,77.59603340092592,"BTP101 - Blood Bank Circle, KH Road",Ashok Nagar,1,"BTP101 - Blood Bank Circle, KH Road",0.0,1,0.5243764172335601,0.048752834467120185,0.0,0.5243764172335601,1.0,22.68,No Parking 87% · Wrong Parking 10%,3,03:00–04:00 IST
"12.972,77.598",214,12.971712024299064,77.59777443317756,BTP063 - Siddalingaiah Circle,Cubbon Park,1,BTP063 - Siddalingaiah Circle,0.0,1,0.5241496598639456,0.04829931972789116,0.0,0.5241496598639456,1.0,22.66,No Parking 95% · Wrong Parking 2%,11,11:00–12:00 IST
"12.993,77.585",1,12.9933822,77.5853312,BTP032 - Windsor Circle,High ground,1,BTP032 - Windsor Circle,10.5,1,0.5,0.0,0.10606060606060606,0.5,1.0,22.65,Wrong Parking 100%,3,03:00–04:00 IST
"12.963,77.642",59,12.963198061016948,77.64162345084746,"BTP148 - 17th Main, Doopanahalli Bus Stop",Jeevanbheemanagar,1,"BTP148 - 17th Main, Doopanahalli Bus Stop",7.5,1,0.5065759637188209,0.013151927437641724,0.07575757575757576,0.5065759637188209,1.0,22.62,No Parking 66% · Wrong Parking 13%,7,07:00–08:00 IST
"12.963,77.58",146,12.963394517449903,77.58011269862767,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,3.0,1,0.5164399092970522,0.032879818594104306,0.030303030303030304,0.5164399092970522,1.0,22.57,Wrong Parking 64% · No Parking 34%,0,00:00–01:00 IST
"12.917,77.586",25,12.916966872,77.585900628,"BTP177 - Aurobindo Circle, ORR",Jayanagara,1,"BTP177 - Aurobindo Circle, ORR",9.0,1,0.5027210884353741,0.005442176870748299,0.09090909090909091,0.5027210884353741,1.0,22.57,Wrong Parking 42% · No Parking 39%,10,10:00–11:00 IST
"12.992,77.588",206,12.991677355825242,77.58843973786408,BTP032 - Windsor Circle,High ground,1,BTP032 - Windsor Circle,0.0,1,0.5232426303854876,0.046485260770975055,0.0,0.5232426303854876,1.0,22.56,Wrong Parking 97% · No Parking 3%,3,03:00–04:00 IST
"12.981,77.598",977,12.981066963868987,77.59841022405323,BTP042 - Minsk Square Junction (CTO),Shivajinagar,1,BTP042 - Minsk Square Junction (CTO),1.5,0,0.6106575963718821,0.22131519274376418,0.015151515151515152,0.6106575963718821,0.0,22.55,No Parking 51% · Wrong Parking 43%,5,05:00–06:00 IST
"12.917,77.587",2,12.91698055,77.58713315,"BTP177 - Aurobindo Circle, ORR",Jayanagara,1,"BTP177 - Aurobindo Circle, ORR",10.0,1,0.5001133786848072,0.00022675736961451248,0.10101010101010101,0.5001133786848072,1.0,22.54,Wrong Parking 67% · Parking In A Main Road 33%,7,07:00–08:00 IST
"12.974,77.578",894,12.974042147986577,77.57824473758389,BTP044 - Sagar Theatre Junction,Upparpet,1,BTP044 - Sagar Theatre Junction,5.5,0,0.6012471655328798,0.20249433106575965,0.05555555555555555,0.6012471655328798,0.0,22.53,Wrong Parking 56% · No Parking 34%,10,10:00–11:00 IST
"12.985,77.588",21,12.985117642857144,77.5882683047619,BTP035 - Basaweshwara Circle (LH) Junction,High ground,1,BTP035 - Basaweshwara Circle (LH) Junction,9.0,1,0.5022675736961452,0.0045351473922902496,0.09090909090909091,0.5022675736961452,1.0,22.52,No Parking 59% · Wrong Parking 36%,10,10:00–11:00 IST
"12.977,77.571",1004,12.97724528635458,77.57075488555778,BTP048 - Shanthala Junction,Chamarajpet,1,BTP048 - Shanthala Junction,0.0,0,0.613718820861678,0.227437641723356,0.0,0.613718820861678,0.0,22.51,No Parking 63% · Wrong Parking 22%,7,07:00–08:00 IST
"12.971,77.597",168,12.971145501785713,77.59700924047618,BTP063 - Siddalingaiah Circle,Cubbon Park,1,BTP063 - Siddalingaiah Circle,1.5,1,0.5189342403628118,0.037868480725623585,0.015151515151515152,0.5189342403628118,1.0,22.46,No Parking 88% · Parking In A Main Road 6%,11,11:00–12:00 IST
"12.999,77.55",909,12.999232978798176,77.54973965705392,BTP027 - Modi Bridge Junction,Rajajinagar,1,BTP027 - Modi Bridge Junction,4.5,0,0.6029478458049886,0.2058956916099773,0.045454545454545456,0.6029478458049886,0.0,22.46,Wrong Parking 63% · No Parking 36%,7,07:00–08:00 IST
"12.96,77.578",197,12.9599984071066,77.57769606091371,BTP104 - Medical College Circle,City Market,1,BTP104 - Medical College Circle,0.0,1,0.5222222222222223,0.044444444444444446,0.0,0.5222222222222223,1.0,22.44,Wrong Parking 82% · No Parking 7%,11,11:00–12:00 IST
"12.988,77.538",194,12.988031682989691,77.53780746701031,BTP208 - Havanur Circle,Vijayanagara,1,BTP208 - Havanur Circle,0.0,1,0.5218820861678004,0.043764172335600905,0.0,0.5218820861678004,1.0,22.41,Wrong Parking 84% · No Parking 8%,10,10:00–11:00 IST
"12.999,77.549",991,12.999164215741674,77.54889431291625,BTP027 - Modi Bridge Junction,Rajajinagar,1,BTP027 - Modi Bridge Junction,0.0,0,0.6122448979591837,0.22448979591836735,0.0,0.6122448979591837,0.0,22.35,Wrong Parking 68% · No Parking 30%,7,07:00–08:00 IST
"12.975,77.548",128,12.974824491691423,77.54811187003467,BTP069 - MC Circle,Vijayanagara,1,BTP069 - MC Circle,3.0,1,0.5143990929705216,0.028798185941043084,0.030303030303030304,0.5143990929705216,1.0,22.34,Wrong Parking 61% · No Parking 31%,10,10:00–11:00 IST
"12.976,77.565",3,12.976155866666666,77.56462,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,9.0,1,0.5002267573696145,0.00045351473922902497,0.09090909090909091,0.5002267573696145,1.0,22.3,Wrong Parking 50% · No Parking 25%,3,03:00–04:00 IST
"12.98,77.593",94,12.980030235106383,77.59290904574468,BTP047 - Vidhan Soudha Metro Station,Cubbon Park,1,BTP047 - Vidhan Soudha Metro Station,4.5,1,0.5105442176870748,0.02108843537414966,0.045454545454545456,0.5105442176870748,1.0,22.3,No Parking 79% · Wrong Parking 17%,10,10:00–11:00 IST
"12.988,77.537",184,12.987929081926314,77.5373266435337,BTP208 - Havanur Circle,Kamakshipalya,1,BTP208 - Havanur Circle,0.0,1,0.5207482993197279,0.04149659863945578,0.0,0.5207482993197279,1.0,22.28,Wrong Parking 73% · No Parking 13%,13,13:00–14:00 IST
"12.996,77.584",121,12.99632368016529,77.5843776785124,BTP032 - Windsor Circle,Sheshadripuram,1,BTP032 - Windsor Circle,3.0,1,0.5136054421768708,0.027210884353741496,0.030303030303030304,0.5136054421768708,1.0,22.25,No Parking 62% · Wrong Parking 29%,10,10:00–11:00 IST
"12.965,77.578",173,12.964779405780348,77.57772258554913,BTP082 - KR Market Junction,City Market,1,BTP082 - KR Market Junction,0.0,1,0.519501133786848,0.039002267573696146,0.0,0.519501133786848,1.0,22.15,Wrong Parking 83% · No Parking 13%,1,01:00–02:00 IST
"12.999,77.542",149,12.998793348993289,77.54207165570469,"BTP206 - Shankara Mutt Circle, Vijayanagar",Vijayanagara,1,"BTP206 - Shankara Mutt Circle, Vijayanagar",1.0,1,0.5167800453514739,0.033560090702947847,0.010101010101010102,0.5167800453514739,1.0,22.1,Wrong Parking 67% · No Parking 26%,5,05:00–06:00 IST
"12.986,77.553",137,12.985621547445255,77.55281391970803,BTP061 - Bhashyam Circle,Rajajinagar,1,BTP061 - Bhashyam Circle,1.5,1,0.5154195011337869,0.030839002267573697,0.015151515151515152,0.5154195011337869,1.0,22.07,No Parking 65% · Wrong Parking 33%,5,05:00–06:00 IST
"12.99,77.553",167,12.989947444311378,77.55299201676647,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,1,"BTP204 - ESI Hospital, Rajajinagar",0.0,1,0.5188208616780046,0.03764172335600907,0.0,0.5188208616780046,1.0,22.07,Wrong Parking 94% · No Parking 4%,3,03:00–04:00 IST
"12.965,77.597",14,12.96506672857143,77.59703627142858,BTP100 - Richmond Circle,Ashok Nagar,1,BTP100 - Richmond Circle,7.5,1,0.5014739229024944,0.0029478458049886623,0.07575757575757576,0.5014739229024944,1.0,22.06,No Parking 73% · Wrong Parking 20%,13,13:00–14:00 IST
"12.976,77.564",11,12.976167027272727,77.56431278181819,BTP074 - Leprosy Hospital Junction,Magadi Road,1,BTP074 - Leprosy Hospital Junction,7.5,1,0.5011337868480725,0.0022675736961451248,0.07575757575757576,0.5011337868480725,1.0,22.02,Wrong Parking 53% · Parking In A Main Road 24%,4,04:00–05:00 IST
"12.997,77.546",112,12.997345302345481,77.54618064482143,BTP205 - Modi Hospital Junction,Vijayanagara,1,BTP205 - Modi Hospital Junction,2.5,1,0.5125850340136054,0.025170068027210883,0.025252525252525252,0.5125850340136054,1.0,22.02,Wrong Parking 73% · No Parking 11%,10,10:00–11:00 IST
"12.978,77.543",101,12.978430190226451,77.54318284441464,BTP067 - Jai Muni Rao Circle,Magadi Road,1,BTP067 - Jai Muni Rao Circle,3.0,1,0.5113378684807256,0.022675736961451247,0.030303030303030304,0.5113378684807256,1.0,22.0,Wrong Parking 62% · No Parking 36%,10,10:00–11:00 IST
"12.928,77.6",6,12.928358333333334,77.59986646666665,"BTP127 - Sagar Hospital, Jayanagar",Jayanagara,1,"BTP127 - Sagar Hospital, Jayanagar",7.5,1,0.5005668934240363,0.0011337868480725624,0.07575757575757576,0.5005668934240363,1.0,21.96,No Parking 100%,7,07:00–08:00 IST
"12.982,77.594",6,12.982049183333332,77.59416768333334,BTP036 - Police Thimmaiah Circle (GPO),Cubbon Park,1,BTP036 - Police Thimmaiah Circle (GPO),7.5,1,0.5005668934240363,0.0011337868480725624,0.07575757575757576,0.5005668934240363,1.0,21.96,No Parking 50% · Parking In A Main Road 30%,13,13:00–14:00 IST
"12.985,77.556",118,12.985200637288136,77.55589830508474,BTP061 - Bhashyam Circle,Rajajinagar,1,BTP061 - Bhashyam Circle,2.0,1,0.513265306122449,0.026530612244897958,0.020202020202020204,0.513265306122449,1.0,21.96,Wrong Parking 72% · No Parking 27%,3,03:00–04:00 IST
"12.978,77.544",126,12.97829533276288,77.5438877707102,BTP067 - Jai Muni Rao Circle,Magadi Road,1,BTP067 - Jai Muni Rao Circle,1.5,1,0.514172335600907,0.02834467120181406,0.015151515151515152,0.514172335600907,1.0,21.94,No Parking 50% · Wrong Parking 47%,11,11:00–12:00 IST
"12.977,77.586",5,12.97699692,77.58586912000001,BTP037 - KR Circle,Cubbon Park,1,BTP037 - KR Circle,7.5,1,0.500453514739229,0.0009070294784580499,0.07575757575757576,0.500453514739229,1.0,21.94,No Parking 56% · Parking In A Main Road 44%,6,06:00–07:00 IST
"12.988,77.589",4,12.988026475,77.58888809999999,"BTP033 - Sophia High School, Sankey Road",High ground,1,"BTP033 - Sophia High School, Sankey Road",7.5,1,0.5003401360544217,0.0006802721088435374,0.07575757575757576,0.5003401360544217,1.0,21.93,Wrong Parking 50% · No Parking 50%,11,11:00–12:00 IST
"12.965,77.568",3,12.965358799999999,77.5682113,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,7.5,1,0.5002267573696145,0.00045351473922902497,0.07575757575757576,0.5002267573696145,1.0,21.92,No Parking 100%,2,02:00–03:00 IST
"12.973,77.539",63,12.973246626984128,77.53883341111111,BTP028 - Vijayanagar Bus Stand Junction,Vijayanagara,1,BTP028 - Vijayanagar Bus Stand Junction,4.5,1,0.5070294784580499,0.014058956916099773,0.045454545454545456,0.5070294784580499,1.0,21.91,Wrong Parking 83% · No Parking 12%,9,09:00–10:00 IST
"12.977,77.579",956,12.976927790585775,77.57893662405858,BTP044 - Sagar Theatre Junction,Upparpet,1,BTP044 - Sagar Theatre Junction,0.0,0,0.6082766439909297,0.2165532879818594,0.0,0.6082766439909297,0.0,21.91,No Parking 61% · Wrong Parking 37%,1,01:00–02:00 IST
"12.992,77.553",153,12.992064659477123,77.55265989542484,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,1,"BTP204 - ESI Hospital, Rajajinagar",0.0,1,0.517233560090703,0.034467120181405894,0.0,0.517233560090703,1.0,21.9,Wrong Parking 100%,3,03:00–04:00 IST
"12.961,77.636",60,12.961219141666668,77.63615014,"BTP145 - Sri Hatti Maramma Circle, Domluru",Halasur,1,"BTP145 - Sri Hatti Maramma Circle, Domluru",4.5,1,0.5066893424036281,0.013378684807256236,0.045454545454545456,0.5066893424036281,1.0,21.87,No Parking 75% · Wrong Parking 18%,4,04:00–05:00 IST
"12.979,77.579",952,12.978925095142827,77.57901698837796,BTP058 - Subbanna Junction,Upparpet,1,BTP058 - Subbanna Junction,0.0,0,0.6078231292517007,0.21564625850340136,0.0,0.6078231292517007,0.0,21.86,No Parking 71% · Wrong Parking 24%,1,01:00–02:00 IST
"12.99,77.554",149,12.989943524161074,77.55390018791947,"BTP204 - ESI Hospital, Rajajinagar",Rajajinagar,1,"BTP204 - ESI Hospital, Rajajinagar",0.0,1,0.5167800453514739,0.033560090702947847,0.0,0.5167800453514739,1.0,21.85,Wrong Parking 87% · No Parking 9%,5,05:00–06:00 IST
"12.961,77.561",25,12.961200732,77.560983068,BTP091 - Sirsi Circle,Chamarajpet,1,BTP091 - Sirsi Circle,6.0,1,0.5027210884353741,0.005442176870748299,0.06060606060606061,0.5027210884353741,1.0,21.81,No Parking 80% · Wrong Parking 20%,3,03:00–04:00 IST
"12.972,77.595",24,12.971734374999999,77.594860825,BTP063 - Siddalingaiah Circle,Cubbon Park,1,BTP063 - Siddalingaiah Circle,6.0,1,0.5026077097505669,0.005215419501133787,0.06060606060606061,0.5026077097505669,1.0,21.8,No Parking 36% · Parking In A Main Road 31%,9,09:00–10:00 IST
"12.988,77.577",105,12.98818972,77.57711483714286,BTP054 - Shivananda Circle,Sheshadripuram,1,BTP054 - Shivananda Circle,2.0,1,0.5117913832199547,0.023582766439909298,0.020202020202020204,0.5117913832199547,1.0,21.8,Wrong Parking 76% · No Parking 18%,7,07:00–08:00 IST
"12.997,77.584",84,12.99703731904762,77.58409194285714,BTP032 - Windsor Circle,Sheshadripuram,1,BTP032 - Windsor Circle,3.0,1,0.5094104308390023,0.018820861678004536,0.030303030303030304,0.5094104308390023,1.0,21.79,Wrong Parking 47% · No Parking 24%,10,10:00–11:00 IST
"12.998,77.548",143,12.997535856643356,77.54808754965035,BTP205 - Modi Hospital Junction,Vijayanagara,1,BTP205 - Modi Hospital Junction,0.0,1,0.5160997732426303,0.03219954648526077,0.0,0.5160997732426303,1.0,21.77,Wrong Parking 55% · No Parking 41%,10,10:00–11:00 IST
"12.989,77.538",142,12.988911627960318,77.53767177456146,BTP208 - Havanur Circle,Vijayanagara,1,BTP208 - Havanur Circle,0.0,1,0.5159863945578231,0.03197278911564626,0.0,0.5159863945578231,1.0,21.76,Wrong Parking 90% · Parking In A Main Road 5%,10,10:00–11:00 IST
"12.962,77.598",141,12.962101713475176,77.59804034397163,BTP100 - Richmond Circle,Ashok Nagar,1,BTP100 - Richmond Circle,0.0,1,0.5158730158730158,0.031746031746031744,0.0,0.5158730158730158,1.0,21.75,No Parking 68% · Wrong Parking 27%,4,04:00–05:00 IST
"12.917,77.584",7,12.917140128571429,77.58374787142859,"BTP177 - Aurobindo Circle, ORR",Jayanagara,1,"BTP177 - Aurobindo Circle, ORR",6.5,1,0.5006802721088436,0.0013605442176870747,0.06565656565656566,0.5006802721088436,1.0,21.72,Wrong Parking 57% · No Parking 43%,2,02:00–03:00 IST
"12.998,77.541",138,12.99816241304348,77.54075167246377,"BTP206 - Shankara Mutt Circle, Vijayanagar",Vijayanagara,1,"BTP206 - Shankara Mutt Circle, Vijayanagar",0.0,1,0.5155328798185941,0.03106575963718821,0.0,0.5155328798185941,1.0,21.71,Wrong Parking 99% · No Parking 1%,9,09:00–10:00 IST
"12.979,77.575",939,12.97896287231097,77.57506764696485,BTP057 - Anand Rao Junction,Upparpet,1,BTP057 - Anand Rao Junction,0.0,0,0.6063492063492063,0.2126984126984127,0.0,0.6063492063492063,0.0,21.7,Wrong Parking 66% · No Parking 26%,9,09:00–10:00 IST
"12.955,77.545",14,12.95508486329744,77.5449738128702,"BTP095 - Satellite Bus Stand, Mysore Road",Byatarayanapura,1,"BTP095 - Satellite Bus Stand, Mysore Road",6.0,1,0.5014739229024944,0.0029478458049886623,0.06060606060606061,0.5014739229024944,1.0,21.68,Wrong Parking 41% · No Parking 41%,5,05:00–06:00 IST
"12.986,77.554",136,12.985876459558824,77.55419519338236,BTP061 - Bhashyam Circle,Rajajinagar,1,BTP061 - Bhashyam Circle,0.0,1,0.5153061224489796,0.030612244897959183,0.0,0.5153061224489796,1.0,21.68,Wrong Parking 55% · No Parking 41%,11,11:00–12:00 IST
"12.997,77.547",136,12.997433379411763,77.54707645808824,BTP205 - Modi Hospital Junction,Vijayanagara,1,BTP205 - Modi Hospital Junction,0.0,1,0.5153061224489796,0.030612244897959183,0.0,0.5153061224489796,1.0,21.68,Wrong Parking 72% · No Parking 18%,8,08:00–09:00 IST
"12.991,77.588",135,12.991320033333334,77.5884566362963,BTP032 - Windsor Circle,High ground,1,BTP032 - Windsor Circle,0.0,1,0.5151927437641723,0.030385487528344673,0.0,0.5151927437641723,1.0,21.67,Wrong Parking 97% · Defective Number Plate 3%,4,04:00–05:00 IST
"12.984,77.554",72,12.984344623848312,77.55400430540304,BTP061 - Bhashyam Circle,Rajajinagar,1,BTP061 - Bhashyam Circle,3.0,1,0.5080498866213152,0.016099773242630386,0.030303030303030304,0.5080498866213152,1.0,21.64,Wrong Parking 58% · No Parking 35%,9,09:00–10:00 IST
"12.975,77.547",132,12.974594576515152,77.54710607045455,BTP069 - MC Circle,Vijayanagara,1,BTP069 - MC Circle,0.0,1,0.5148526077097506,0.029705215419501135,0.0,0.5148526077097506,1.0,21.63,Wrong Parking 54% · No Parking 41%,11,11:00–12:00 IST
"12.957,77.575",111,12.956824749549549,77.57516104504505,BTP105 - Shivasankara Circle,V.V.Puram (C.Pet),1,BTP105 - Shivasankara Circle,1.0,1,0.5124716553287982,0.024943310657596373,0.010101010101010102,0.5124716553287982,1.0,21.62,No Parking 59% · Wrong Parking 41%,3,03:00–04:00 IST
"12.998,77.544",125,12.997802560136401,77.54411707259734,BTP205 - Modi Hospital Junction,Vijayanagara,1,BTP205 - Modi Hospital Junction,0.0,1,0.5140589569160998,0.028117913832199547,0.0,0.5140589569160998,1.0,21.55,Wrong Parking 80% · No Parking 19%,5,05:00–06:00 IST
"12.975,77.587",4,12.975096675,77.58697624999999,BTP037 - KR Circle,Halasuru Gate,1,BTP037 - KR Circle,6.0,1,0.5003401360544217,0.0006802721088435374,0.06060606060606061,0.5003401360544217,1.0,21.55,No Parking 50% · Wrong Parking 50%,8,08:00–09:00 IST
"12.963,77.568",3,12.9633278,77.56761286666666,BTP085 - Briyand Circle,Chamarajpet,1,BTP085 - Briyand Circle,6.0,1,0.5002267573696145,0.00045351473922902497,0.06060606060606061,0.5002267573696145,1.0,21.54,No Parking 60% · Parking In A Main Road 40%,11,11:00–12:00 IST
"13.01,77.584",2,13.01005525,77.58367005,BTP030 - Mekhri Circle,Sadashivanagar,1,BTP030 - Mekhri Circle,6.0,1,0.5001133786848072,0.00022675736961451248,0.06060606060606061,0.5001133786848072,1.0,21.53,Wrong Parking 50% · No Parking 50%,2,02:00–03:00 IST
